persona_key,tiempo_id,anio,mes,sector_id,condact_id,sexo,ciudad_id,nivel_instruccion,estado_civil,edad,ingreso_laboral,ingreso_per_capita,horas_trabajo_semana,desea_trabajar_mas,disponible_trabajar_mas
1,202505,2025,5,2,4,2,10150,3,1,67,200.0,100.0,20,4,0
2,202505,2025,5,0,9,1,10150,3,1,64,0.0,100.0,0,0,0
3,202505,2025,5,0,9,2,10150,3,6,78,0.0,110.0,0,0,0
4,202505,2025,5,2,2,1,10150,3,1,78,150.0,110.0,20,1,1
5,202505,2025,5,2,4,2,10150,3,1,68,90.0,110.0,15,4,0
6,202505,2025,5,0,9,1,10150,5,6,27,0.0,110.0,0,0,0
7,202505,2025,5,1,4,2,10150,4,1,49,5.0,196.0,10,4,0
8,202505,2025,5,1,1,1,10150,5,6,29,470.0,196.0,32,4,0
9,202505,2025,5,0,9,2,10150,5,6,23,0.0,196.0,0,0,0
10,202505,2025,5,0,0,2,10150,3,0,9,0.0,196.0,0,0,0
11,202505,2025,5,0,0,1,10150,3,0,7,0.0,196.0,0,0,0
12,202505,2025,5,0,9,2,10150,3,4,93,0.0,150.0,0,0,0
13,202505,2025,5,2,1,1,10150,3,1,60,500.0,297.0,40,4,0
14,202505,2025,5,2,4,2,10150,3,1,59,30.0,297.0,15,4,0
15,202505,2025,5,1,1,1,10150,4,6,38,660.0,297.0,40,4,0
16,202505,2025,5,0,7,1,10150,5,6,25,0.0,297.0,0,0,0
17,202505,2025,5,0,9,2,10150,1,4,78,0.0,132.0,0,0,0
18,202505,2025,5,0,9,2,10150,3,6,48,0.0,132.0,0,0,0
19,202505,2025,5,2,1,1,10150,4,6,23,470.0,132.0,40,4,0
20,202505,2025,5,0,0,1,10150,3,0,9,0.0,132.0,0,0,0
21,202505,2025,5,1,1,2,10150,3,4,56,715.0,405.0,32,4,0
22,202505,2025,5,0,9,1,10150,5,6,22,0.0,405.0,0,0,0
23,202505,2025,5,2,1,1,10150,4,6,21,500.0,405.0,32,4,0
24,202505,2025,5,0,9,1,10150,3,5,66,0.0,200.0,0,0,0
25,202505,2025,5,0,9,2,10150,3,5,55,0.0,200.0,0,0,0
26,202505,2025,5,2,2,2,10150,5,6,26,60.0,200.0,4,1,1
27,202505,2025,5,0,9,2,10150,5,6,24,0.0,200.0,0,0,0
28,202505,2025,5,1,1,1,10150,4,6,23,470.0,200.0,40,4,0
29,202505,2025,5,1,1,1,10150,4,1,63,500.0,240.0,32,4,0
30,202505,2025,5,2,1,2,10150,5,1,54,700.0,240.0,40,4,0
31,202505,2025,5,0,9,1,10150,3,6,15,0.0,240.0,0,0,0
32,202505,2025,5,0,0,2,10150,3,0,11,0.0,240.0,0,0,0
33,202505,2025,5,2,5,2,10150,5,6,34,0.0,240.0,40,4,0
34,202505,2025,5,1,1,2,10150,3,3,61,470.0,352.0,32,4,0
35,202505,2025,5,0,0,2,10150,3,0,11,0.0,352.0,0,0,0
36,202505,2025,5,1,1,1,10150,3,1,31,800.0,355.0,50,4,0
37,202505,2025,5,1,1,2,10150,5,1,31,470.0,355.0,40,4,0
38,202505,2025,5,0,0,2,10150,3,6,12,0.0,355.0,0,0,0
39,202505,2025,5,0,0,1,10150,0,0,1,0.0,355.0,0,0,0
40,202505,2025,5,0,9,2,10150,3,4,67,0.0,800.0,0,0,0
41,202505,2025,5,2,1,1,10150,5,6,55,622.0,622.0,50,4,0
42,202505,2025,5,1,1,1,10150,5,1,50,891.0,711.0,60,4,0
43,202505,2025,5,1,4,2,10150,4,1,51,235.0,711.0,20,4,0
44,202505,2025,5,1,1,1,10150,5,6,23,1008.0,711.0,32,4,0
45,202505,2025,5,1,2,1,10150,3,1,68,68.0,314.0,21,2,1
46,202505,2025,5,2,5,2,10150,3,1,64,0.0,314.0,35,4,0
47,202505,2025,5,2,1,1,10150,4,5,41,780.0,416.0,40,4,0
48,202505,2025,5,1,1,2,10150,5,5,37,470.0,416.0,40,4,0
49,202505,2025,5,0,9,1,10150,3,6,15,0.0,416.0,0,0,0
50,202505,2025,5,1,1,1,10150,5,1,55,2453.0,817.0,32,4,0
51,202505,2025,5,0,9,2,10150,5,1,46,0.0,817.0,0,0,0
52,202505,2025,5,0,0,2,10150,3,0,6,0.0,817.0,0,0,0
53,202505,2025,5,2,4,1,10150,5,5,26,0.0,874.0,40,4,0
54,202505,2025,5,1,1,2,10150,5,5,26,753.0,874.0,40,4,0
55,202505,2025,5,1,1,1,10150,5,1,52,800.0,420.0,48,4,0
56,202505,2025,5,2,1,2,10150,4,1,48,700.0,420.0,32,4,0
57,202505,2025,5,0,9,2,10150,5,6,21,0.0,420.0,0,0,0
58,202505,2025,5,0,9,2,10150,3,6,15,0.0,420.0,0,0,0
59,202505,2025,5,0,0,2,10150,3,6,13,0.0,420.0,0,0,0
60,202505,2025,5,2,4,1,10150,3,1,58,200.0,151.0,40,4,0
61,202505,2025,5,2,4,2,10150,3,1,58,15.0,151.0,7,4,0
62,202505,2025,5,0,4,1,10150,4,6,37,240.0,151.0,40,4,0
63,202505,2025,5,1,1,1,10150,4,1,38,1224.0,245.0,32,4,0
64,202505,2025,5,0,9,2,10150,3,1,44,0.0,245.0,0,0,0
65,202505,2025,5,0,9,2,10150,5,6,20,0.0,245.0,0,0,0
66,202505,2025,5,0,9,2,10150,4,6,19,0.0,245.0,0,0,0
67,202505,2025,5,0,9,1,10150,3,6,16,0.0,245.0,0,0,0
68,202505,2025,5,2,1,1,10150,5,1,42,580.0,391.0,50,4,0
69,202505,2025,5,1,1,2,10150,4,1,32,588.0,391.0,40,4,0
70,202505,2025,5,0,0,2,10150,3,0,10,0.0,391.0,0,0,0
71,202505,2025,5,1,1,1,10150,4,5,45,470.0,181.0,32,4,0
72,202505,2025,5,2,4,2,10150,3,5,40,250.0,181.0,20,4,0
73,202505,2025,5,0,9,1,10150,4,6,17,0.0,181.0,0,0,0
74,202505,2025,5,0,0,1,10150,0,0,1,0.0,181.0,0,0,0
75,202505,2025,5,0,9,1,10150,5,3,73,0.0,600.0,0,0,0
76,202505,2025,5,0,9,2,10150,3,4,78,0.0,173.0,0,0,0
77,202505,2025,5,1,4,2,10150,4,3,57,220.0,173.0,32,4,0
78,202505,2025,5,0,9,1,10150,4,6,24,0.0,173.0,0,0,0
79,202505,2025,5,2,4,1,10150,3,1,63,300.0,292.0,40,4,0
80,202505,2025,5,1,4,2,10150,4,1,59,249.0,292.0,20,4,0
81,202505,2025,5,1,1,2,10150,4,5,29,474.0,292.0,40,4,0
82,202505,2025,5,1,1,1,10150,4,5,29,478.0,292.0,40,4,0
83,202505,2025,5,0,0,1,10150,3,6,14,0.0,292.0,0,0,0
84,202505,2025,5,0,0,2,10150,0,0,4,0.0,292.0,0,0,0
85,202505,2025,5,2,4,1,10150,3,4,74,180.0,180.0,44,4,0
86,202505,2025,5,2,1,2,10150,5,3,38,470.0,120.0,48,4,0
87,202505,2025,5,0,0,1,10150,3,6,14,0.0,120.0,0,0,0
88,202505,2025,5,0,0,2,10150,3,0,9,0.0,120.0,0,0,0
89,202505,2025,5,0,9,2,10150,3,1,69,0.0,120.0,0,0,0
90,202505,2025,5,1,1,1,10150,3,1,37,998.0,212.0,56,4,0
91,202505,2025,5,0,9,2,10150,4,1,35,0.0,212.0,0,0,0
92,202505,2025,5,0,9,1,10150,4,6,16,0.0,212.0,0,0,0
93,202505,2025,5,0,0,2,10150,3,6,13,0.0,212.0,0,0,0
94,202505,2025,5,0,0,2,10150,3,0,7,0.0,212.0,0,0,0
95,202505,2025,5,1,4,2,10150,3,4,72,40.0,390.0,24,4,0
96,202505,2025,5,2,4,1,10150,3,1,79,90.0,95.0,32,4,0
97,202505,2025,5,0,9,2,10150,3,1,79,0.0,95.0,0,0,0
98,202505,2025,5,1,4,1,10150,3,1,53,300.0,150.0,45,4,0
99,202505,2025,5,0,9,2,10150,3,1,53,0.0,150.0,0,0,0
100,202505,2025,5,1,5,2,10150,3,1,38,0.0,183.0,20,4,0
101,202505,2025,5,2,1,1,10150,3,1,36,500.0,183.0,48,4,0
102,202505,2025,5,2,4,1,10150,4,6,19,230.0,183.0,40,4,0
103,202505,2025,5,0,0,2,10150,3,0,9,0.0,183.0,0,0,0
104,202505,2025,5,0,9,2,10150,3,3,43,0.0,127.0,0,0,0
105,202505,2025,5,0,9,2,10150,3,6,16,0.0,127.0,0,0,0
106,202505,2025,5,0,9,2,10150,3,3,83,0.0,127.0,0,0,0
107,202505,2025,5,1,1,2,10150,3,5,41,663.0,511.0,24,4,0
108,202505,2025,5,2,1,1,10150,3,5,42,470.0,511.0,32,4,0
109,202505,2025,5,2,4,1,10150,3,6,23,400.0,511.0,32,4,0
110,202505,2025,5,2,1,1,10150,3,5,33,1100.0,338.0,45,4,0
111,202505,2025,5,2,5,2,10150,4,5,33,0.0,338.0,50,4,0
112,202505,2025,5,0,9,1,10150,4,6,16,0.0,338.0,0,0,0
113,202505,2025,5,0,0,1,10150,0,0,4,0.0,338.0,0,0,0
114,202505,2025,5,0,9,1,10150,5,1,91,0.0,593.0,0,0,0
115,202505,2025,5,1,4,2,10150,4,1,61,250.0,593.0,25,4,0
116,202505,2025,5,2,5,2,10150,5,6,35,0.0,593.0,24,4,0
117,202505,2025,5,1,1,2,10150,5,6,27,733.0,593.0,45,4,0
118,202505,2025,5,2,2,1,10150,5,1,62,700.0,332.0,16,1,1
119,202505,2025,5,0,9,2,10150,4,1,60,0.0,332.0,0,0,0
120,202505,2025,5,1,1,2,10150,5,2,30,629.0,332.0,32,4,0
121,202505,2025,5,0,0,1,10150,3,0,6,0.0,332.0,0,0,0
122,202505,2025,5,1,1,2,10150,3,4,50,610.0,405.0,50,4,0
123,202505,2025,5,0,9,2,10150,3,6,15,0.0,405.0,0,0,0
124,202505,2025,5,1,4,1,10150,4,4,63,55.0,351.0,20,4,0
125,202505,2025,5,1,1,1,10150,4,6,26,552.0,351.0,54,4,0
126,202505,2025,5,0,9,2,10150,5,6,25,0.0,351.0,0,0,0
127,202505,2025,5,0,0,2,10150,3,0,6,0.0,351.0,0,0,0
128,202505,2025,5,1,4,2,10150,3,3,67,300.0,364.0,20,4,0
129,202505,2025,5,2,2,1,10150,5,6,27,0.0,364.0,2,3,1
130,202505,2025,5,2,1,1,10150,5,6,24,500.0,600.0,40,4,0
131,202505,2025,5,1,1,2,10150,4,3,54,672.0,336.0,32,4,0
132,202505,2025,5,2,4,1,10150,5,3,38,0.0,336.0,32,4,0
133,202505,2025,5,1,1,1,10150,4,1,57,863.0,503.0,42,4,0
134,202505,2025,5,1,5,2,10150,4,1,55,0.0,503.0,10,4,0
135,202505,2025,5,1,1,1,10150,5,6,26,1151.0,503.0,40,4,0
136,202505,2025,5,2,5,1,10150,4,6,18,0.0,503.0,10,4,0
137,202505,2025,5,0,9,1,10150,4,2,76,0.0,320.0,0,0,0
138,202505,2025,5,2,1,1,10150,5,6,37,640.0,320.0,32,4,0
139,202505,2025,5,1,2,2,10150,5,6,48,30.0,75.0,5,2,1
140,202505,2025,5,0,0,2,10150,3,0,9,0.0,75.0,0,0,0
141,202505,2025,5,0,9,2,10150,3,3,55,0.0,147.0,0,0,0
142,202505,2025,5,1,4,1,10150,4,5,25,4.0,147.0,40,4,0
143,202505,2025,5,0,9,2,10150,4,5,21,0.0,147.0,0,0,0
144,202505,2025,5,0,0,1,10150,3,6,12,0.0,147.0,0,0,0
145,202505,2025,5,0,0,1,10150,3,0,7,0.0,147.0,0,0,0
146,202505,2025,5,0,0,2,10150,3,0,5,0.0,147.0,0,0,0
147,202505,2025,5,0,0,2,10150,0,0,2,0.0,147.0,0,0,0
148,202505,2025,5,1,1,2,10150,4,1,61,1111.0,1280.0,32,4,0
149,202505,2025,5,1,1,1,10150,5,1,70,1450.0,1280.0,32,4,0
150,202505,2025,5,0,9,2,10150,4,6,71,0.0,1800.0,0,0,0
151,202505,2025,5,2,2,1,10150,5,6,30,800.0,800.0,30,1,1
152,202505,2025,5,0,9,2,10150,5,6,71,0.0,2000.0,0,0,0
153,202505,2025,5,1,4,2,10150,5,5,70,75.0,1149.0,8,4,0
154,202505,2025,5,0,9,1,10150,5,5,72,0.0,1149.0,0,0,0
155,202505,2025,5,2,2,1,10150,4,5,26,280.0,187.0,20,1,1
156,202505,2025,5,2,1,2,10150,4,5,22,470.0,187.0,40,4,0
157,202505,2025,5,0,0,2,10150,0,0,3,0.0,187.0,0,0,0
158,202505,2025,5,0,0,2,10150,0,0,1,0.0,187.0,0,0,0
159,202505,2025,5,2,4,2,10150,4,5,32,130.0,145.0,40,4,0
160,202505,2025,5,2,4,1,10150,4,5,23,160.0,145.0,40,4,0
161,202505,2025,5,2,4,2,10150,3,5,55,300.0,208.0,40,4,0
162,202505,2025,5,2,4,1,10150,5,5,43,300.0,208.0,32,4,0
163,202505,2025,5,2,4,1,10150,4,6,30,180.0,208.0,20,4,0
164,202505,2025,5,0,9,2,10150,1,6,63,0.0,208.0,0,0,0
165,202505,2025,5,2,4,1,10150,3,1,61,400.0,167.0,40,4,0
166,202505,2025,5,0,9,2,10150,3,1,57,0.0,167.0,0,0,0
167,202505,2025,5,0,0,2,10150,3,0,10,0.0,167.0,0,0,0
168,202505,2025,5,2,1,2,10150,4,5,27,470.0,208.0,32,4,0
169,202505,2025,5,2,4,1,10150,4,5,29,360.0,208.0,20,4,0
170,202505,2025,5,0,0,2,10150,3,0,9,0.0,208.0,0,0,0
171,202505,2025,5,0,0,2,10150,0,0,3,0.0,208.0,0,0,0
172,202505,2025,5,1,1,2,10150,3,3,42,470.0,157.0,32,4,0
173,202505,2025,5,0,9,1,10150,4,6,22,0.0,157.0,0,0,0
174,202505,2025,5,0,9,1,10150,4,6,16,0.0,157.0,0,0,0
175,202505,2025,5,0,9,2,10150,4,4,76,0.0,493.0,0,0,0
176,202505,2025,5,0,9,1,10150,5,6,28,0.0,493.0,0,0,0
177,202505,2025,5,2,1,2,10150,5,6,26,480.0,493.0,32,4,0
178,202505,2025,5,0,9,2,10150,3,6,67,0.0,0.0,0,0,0
179,202505,2025,5,1,1,1,10150,5,1,45,600.0,120.0,40,4,0
180,202505,2025,5,2,5,2,10150,4,1,41,0.0,120.0,30,4,0
181,202505,2025,5,2,5,1,10150,4,6,19,0.0,120.0,20,4,0
182,202505,2025,5,0,0,1,10150,3,6,14,0.0,120.0,0,0,0
183,202505,2025,5,0,0,2,10150,3,6,12,0.0,120.0,0,0,0
184,202505,2025,5,2,2,2,10150,5,6,45,240.0,321.0,25,2,1
185,202505,2025,5,0,0,1,10150,3,6,12,0.0,321.0,0,0,0
186,202505,2025,5,1,1,1,10150,5,1,40,1677.0,431.0,32,4,0
187,202505,2025,5,2,2,2,10150,5,1,35,250.0,431.0,12,1,1
188,202505,2025,5,0,0,1,10150,3,6,12,0.0,431.0,0,0,0
189,202505,2025,5,0,0,1,10150,3,0,6,0.0,431.0,0,0,0
190,202505,2025,5,0,9,2,10150,3,4,76,0.0,431.0,0,0,0
191,202505,2025,5,2,2,2,10150,5,6,30,200.0,431.0,15,1,1
192,202505,2025,5,1,1,1,10150,4,6,38,858.0,858.0,50,4,0
193,202505,2025,5,0,9,2,10150,3,1,63,0.0,738.0,0,0,0
194,202505,2025,5,0,9,1,10150,5,1,76,0.0,738.0,0,0,0
195,202505,2025,5,1,1,1,10150,5,6,44,966.0,738.0,32,4,0
196,202505,2025,5,2,2,2,10150,5,1,38,600.0,740.0,35,2,1
197,202505,2025,5,2,2,1,10150,5,1,44,880.0,740.0,30,1,1
198,202505,2025,5,0,9,1,10150,4,1,66,0.0,2500.0,0,0,0
199,202505,2025,5,0,9,2,10150,4,1,64,0.0,2500.0,0,0,0
200,202505,2025,5,0,9,1,10150,5,4,65,0.0,171.0,0,0,0
201,202505,2025,5,0,9,2,10150,5,6,33,0.0,171.0,0,0,0
202,202505,2025,5,0,9,2,10150,4,4,96,0.0,470.0,0,0,0
203,202505,2025,5,1,1,1,10150,4,1,75,800.0,700.0,40,4,0
204,202505,2025,5,0,9,2,10150,4,1,72,0.0,700.0,0,0,0
205,202505,2025,5,0,9,2,10150,3,4,93,0.0,898.0,0,0,0
206,202505,2025,5,1,1,1,10150,5,6,28,927.0,898.0,32,4,0
207,202505,2025,5,0,9,1,10150,5,1,65,0.0,850.0,0,0,0
208,202505,2025,5,0,9,2,10150,4,1,63,0.0,850.0,0,0,0
209,202505,2025,5,0,9,1,10150,4,3,60,0.0,125.0,0,0,0
210,202505,2025,5,1,4,1,10150,5,6,30,375.0,125.0,32,4,0
211,202505,2025,5,0,0,2,10150,3,0,7,0.0,125.0,0,0,0
212,202505,2025,5,0,9,2,10150,3,4,78,0.0,498.0,0,0,0
213,202505,2025,5,1,1,1,10150,5,3,60,500.0,498.0,30,4,0
214,202505,2025,5,0,9,2,10150,3,6,54,0.0,498.0,0,0,0
215,202505,2025,5,2,1,1,10150,5,6,32,650.0,498.0,44,4,0
216,202505,2025,5,1,1,2,10150,5,6,29,843.0,498.0,40,4,0
217,202505,2025,5,1,1,1,10150,5,1,47,1617.0,862.0,40,4,0
218,202505,2025,5,1,1,2,10150,5,1,46,670.0,862.0,40,4,0
219,202505,2025,5,0,9,2,10150,4,6,17,0.0,862.0,0,0,0
220,202505,2025,5,1,1,2,10150,5,5,50,911.0,542.0,40,4,0
221,202505,2025,5,2,1,1,10150,5,5,58,1500.0,542.0,40,4,0
222,202505,2025,5,0,9,2,10150,5,2,24,0.0,542.0,0,0,0
223,202505,2025,5,0,9,1,10150,5,6,21,0.0,542.0,0,0,0
224,202505,2025,5,0,0,1,10150,0,0,0,0.0,542.0,0,0,0
225,202505,2025,5,0,9,2,10150,4,4,77,0.0,550.0,0,0,0
226,202505,2025,5,2,1,1,10150,5,3,49,500.0,550.0,40,4,0
227,202505,2025,5,1,2,2,10150,4,6,56,250.0,401.0,20,2,1
228,202505,2025,5,2,1,1,10150,4,6,35,480.0,401.0,40,4,0
229,202505,2025,5,1,1,1,10150,4,6,33,475.0,401.0,40,4,0
230,202505,2025,5,0,9,2,10150,5,6,67,0.0,400.0,0,0,0
231,202505,2025,5,0,9,1,10150,5,1,81,0.0,1175.0,0,0,0
232,202505,2025,5,0,9,2,10150,5,1,76,0.0,1175.0,0,0,0
233,202505,2025,5,1,4,2,10150,4,3,60,200.0,540.0,20,4,0
234,202505,2025,5,1,1,1,10150,5,1,40,1070.0,535.0,32,4,0
235,202505,2025,5,1,1,2,10150,5,1,33,1070.0,535.0,40,4,0
236,202505,2025,5,0,0,1,10150,3,0,11,0.0,535.0,0,0,0
237,202505,2025,5,0,0,1,10150,3,0,7,0.0,535.0,0,0,0
238,202505,2025,5,1,1,1,10150,4,1,39,668.0,594.0,40,4,0
239,202505,2025,5,1,1,2,10150,4,1,39,520.0,594.0,40,4,0
240,202505,2025,5,1,1,2,10150,4,6,50,530.0,267.0,40,4,0
241,202505,2025,5,1,4,1,10150,5,6,19,265.0,267.0,20,4,0
242,202505,2025,5,0,9,2,10150,4,6,17,0.0,267.0,0,0,0
243,202505,2025,5,2,4,1,10150,3,5,23,440.0,146.0,36,4,0
244,202505,2025,5,0,9,2,10150,4,5,26,0.0,146.0,0,0,0
245,202505,2025,5,0,0,2,10150,0,0,1,0.0,146.0,0,0,0
246,202505,2025,5,2,1,1,10150,4,1,28,800.0,200.0,50,4,0
247,202505,2025,5,2,5,2,10150,4,1,27,0.0,200.0,50,4,0
248,202505,2025,5,0,0,1,10150,3,0,10,0.0,200.0,0,0,0
249,202505,2025,5,0,0,1,10150,0,0,2,0.0,200.0,0,0,0
250,202505,2025,5,1,1,1,10150,4,6,24,477.0,477.0,32,4,0
251,202505,2025,5,2,2,1,10150,4,5,34,527.0,242.0,30,2,1
252,202505,2025,5,2,5,2,10150,5,5,33,0.0,242.0,20,4,0
253,202505,2025,5,0,9,2,10150,3,6,15,0.0,242.0,0,0,0
254,202505,2025,5,0,9,1,10150,5,1,83,0.0,1300.0,0,0,0
255,202505,2025,5,0,9,2,10150,5,1,76,0.0,1300.0,0,0,0
256,202505,2025,5,1,1,2,10150,5,5,53,750.0,785.0,40,4,0
257,202505,2025,5,1,1,1,10150,5,5,62,820.0,785.0,40,4,0
258,202505,2025,5,1,1,1,10150,5,1,56,1988.0,397.0,32,4,0
259,202505,2025,5,0,9,2,10150,5,1,52,0.0,397.0,0,0,0
260,202505,2025,5,0,9,2,10150,5,6,19,0.0,397.0,0,0,0
261,202505,2025,5,0,9,2,10150,4,6,18,0.0,397.0,0,0,0
262,202505,2025,5,0,9,1,10150,3,6,15,0.0,397.0,0,0,0
263,202505,2025,5,0,9,2,10150,4,3,71,0.0,1200.0,0,0,0
264,202505,2025,5,1,1,1,10150,5,6,37,2000.0,1200.0,32,4,0
265,202505,2025,5,2,1,1,10150,5,6,23,478.0,439.0,30,4,0
266,202505,2025,5,0,9,2,10150,4,6,18,0.0,439.0,0,0,0
267,202505,2025,5,1,1,1,10150,5,1,63,2158.0,1533.0,40,4,0
268,202505,2025,5,1,1,2,10150,4,1,61,908.0,1533.0,40,4,0
269,202505,2025,5,1,1,1,10150,4,1,28,660.0,265.0,32,4,0
270,202505,2025,5,0,9,2,10150,4,1,33,0.0,265.0,0,0,0
271,202505,2025,5,0,0,2,10150,0,0,2,0.0,265.0,0,0,0
272,202505,2025,5,0,9,2,10150,4,6,16,0.0,265.0,0,0,0
273,202505,2025,5,1,1,1,10150,4,6,22,470.0,352.0,32,4,0
274,202505,2025,5,2,1,1,10150,4,6,30,470.0,352.0,32,4,0
275,202505,2025,5,2,1,1,10150,5,6,25,470.0,352.0,32,4,0
276,202505,2025,5,0,9,2,10150,4,6,26,0.0,352.0,0,0,0
277,202505,2025,5,1,1,1,10150,3,1,65,540.0,630.0,32,4,0
278,202505,2025,5,1,1,2,10150,5,1,64,470.0,630.0,32,4,0
279,202505,2025,5,2,1,1,10150,4,5,26,500.0,485.0,32,4,0
280,202505,2025,5,2,1,2,10150,4,5,23,470.0,485.0,32,4,0
281,202505,2025,5,0,9,2,10150,3,4,62,0.0,125.0,0,0,0
282,202505,2025,5,0,9,2,10150,4,6,33,0.0,125.0,0,0,0
283,202505,2025,5,0,9,1,10150,3,1,84,0.0,596.0,0,0,0
284,202505,2025,5,0,9,2,10150,3,1,85,0.0,596.0,0,0,0
285,202505,2025,5,1,1,1,10150,5,6,48,990.0,596.0,32,4,0
286,202505,2025,5,2,1,2,10150,3,4,54,470.0,470.0,32,4,0
287,202505,2025,5,2,1,1,10150,5,6,22,470.0,470.0,32,4,0
288,202505,2025,5,0,9,1,10150,3,1,84,0.0,300.0,0,0,0
289,202505,2025,5,0,9,2,10150,3,1,79,0.0,300.0,0,0,0
290,202505,2025,5,0,9,1,10150,5,1,64,0.0,590.0,0,0,0
291,202505,2025,5,0,9,2,10150,4,1,58,0.0,590.0,0,0,0
292,202505,2025,5,1,1,2,10150,5,2,35,960.0,590.0,40,4,0
293,202505,2025,5,0,9,2,10150,5,6,21,0.0,590.0,0,0,0
294,202505,2025,5,0,9,2,10150,5,1,29,0.0,159.0,0,0,0
295,202505,2025,5,1,1,1,10150,4,1,33,479.0,159.0,40,4,0
296,202505,2025,5,0,0,1,10150,0,0,4,0.0,159.0,0,0,0
297,202505,2025,5,0,9,1,10150,3,1,81,0.0,360.0,0,0,0
298,202505,2025,5,0,9,2,10150,3,1,75,0.0,360.0,0,0,0
299,202505,2025,5,1,1,1,10150,5,2,54,1315.0,360.0,40,4,0
300,202505,2025,5,0,9,1,10150,3,6,52,0.0,360.0,0,0,0
301,202505,2025,5,0,9,2,10150,5,6,24,0.0,360.0,0,0,0
302,202505,2025,5,0,9,2,10150,5,6,19,0.0,360.0,0,0,0
303,202505,2025,5,0,9,2,10150,4,6,18,0.0,360.0,0,0,0
304,202505,2025,5,0,9,1,10150,3,1,72,0.0,237.0,0,0,0
305,202505,2025,5,1,1,2,10150,3,1,69,950.0,237.0,55,4,0
306,202505,2025,5,0,7,2,10150,5,6,39,0.0,237.0,0,0,0
307,202505,2025,5,0,0,1,10150,3,0,7,0.0,237.0,0,0,0
308,202505,2025,5,0,9,1,10150,5,1,68,0.0,328.0,0,0,0
309,202505,2025,5,0,9,2,10150,3,1,65,0.0,328.0,0,0,0
310,202505,2025,5,1,1,2,10150,5,6,38,870.0,328.0,40,4,0
311,202505,2025,5,1,1,2,10150,5,6,36,771.0,328.0,40,4,0
312,202505,2025,5,0,0,1,10150,3,0,9,0.0,328.0,0,0,0
313,202505,2025,5,0,9,1,10150,5,1,72,0.0,1500.0,0,0,0
314,202505,2025,5,0,9,2,10150,5,1,67,0.0,1500.0,0,0,0
315,202505,2025,5,1,1,1,10150,5,2,52,2870.0,2870.0,32,4,0
316,202505,2025,5,1,1,1,10150,4,1,53,1632.0,408.0,32,4,0
317,202505,2025,5,0,9,2,10150,5,1,44,0.0,408.0,0,0,0
318,202505,2025,5,0,9,2,10150,5,6,19,0.0,408.0,0,0,0
319,202505,2025,5,0,0,1,10150,3,6,13,0.0,408.0,0,0,0
320,202505,2025,5,2,4,2,10150,1,4,71,195.0,245.0,20,4,0
321,202505,2025,5,1,2,1,10150,5,1,56,540.0,403.0,18,1,1
322,202505,2025,5,1,1,2,10150,5,1,53,470.0,403.0,32,4,0
323,202505,2025,5,0,7,1,10150,5,6,27,0.0,403.0,0,0,0
324,202505,2025,5,0,9,2,10150,5,1,69,0.0,3750.0,0,0,0
325,202505,2025,5,0,9,1,10150,5,1,67,0.0,3750.0,0,0,0
326,202505,2025,5,2,1,1,10150,3,3,53,500.0,500.0,12,4,0
327,202505,2025,5,0,9,2,10150,3,6,70,0.0,660.0,0,0,0
328,202505,2025,5,0,9,2,10150,5,6,68,0.0,660.0,0,0,0
329,202505,2025,5,1,1,2,10150,4,2,54,880.0,615.0,32,4,0
330,202505,2025,5,0,9,1,10150,5,6,21,0.0,615.0,0,0,0
331,202505,2025,5,2,4,2,10150,4,1,53,300.0,161.0,40,4,0
332,202505,2025,5,2,5,1,10150,4,1,65,0.0,161.0,40,4,0
333,202505,2025,5,0,0,1,10150,3,6,13,0.0,161.0,0,0,0
334,202505,2025,5,2,4,1,10150,4,6,32,200.0,200.0,40,4,0
335,202505,2025,5,2,1,2,10150,4,3,38,500.0,268.0,32,4,0
336,202505,2025,5,0,0,1,10150,3,6,12,0.0,268.0,0,0,0
337,202505,2025,5,0,0,1,10150,3,0,9,0.0,268.0,0,0,0
338,202505,2025,5,1,1,2,10150,5,6,26,470.0,470.0,32,4,0
339,202505,2025,5,1,1,2,10150,5,6,39,1760.0,806.0,32,4,0
340,202505,2025,5,0,0,1,10150,3,0,11,0.0,806.0,0,0,0
341,202505,2025,5,1,1,2,10150,5,6,52,660.0,806.0,32,4,0
342,202505,2025,5,2,1,1,10150,4,1,50,900.0,180.0,24,4,0
343,202505,2025,5,2,5,2,10150,4,1,50,0.0,180.0,24,4,0
344,202505,2025,5,2,5,2,10150,4,6,29,0.0,180.0,24,4,0
345,202505,2025,5,0,9,1,10150,5,6,21,0.0,180.0,0,0,0
346,202505,2025,5,0,0,2,10150,3,0,10,0.0,180.0,0,0,0
347,202505,2025,5,0,9,2,10150,5,6,62,0.0,319.0,0,0,0
348,202505,2025,5,1,1,2,10150,4,6,50,470.0,606.0,32,4,0
349,202505,2025,5,2,1,1,10150,4,6,33,600.0,606.0,32,4,0
350,202505,2025,5,1,1,1,10150,4,6,25,748.0,606.0,32,4,0
351,202505,2025,5,2,1,1,10150,4,5,55,470.0,385.0,32,4,0
352,202505,2025,5,2,4,2,10150,3,5,55,300.0,385.0,30,4,0
353,202505,2025,5,0,9,2,10150,4,4,89,0.0,428.0,0,0,0
354,202505,2025,5,1,1,2,10150,5,1,38,500.0,428.0,20,4,0
355,202505,2025,5,0,0,2,10150,3,0,8,0.0,428.0,0,0,0
